title,job_type,salary,skills,address,company_name,company_description
30 Senior .Net Developer,FULL_TIME,You'll love it,"C#, MVC, ASP.NET","364 Cong Hoa, Tan Binh, Ho Chi Minh",NashTech,"Global software, offshore development and IT company."
"Software Test Engineer (QA QC, Tester)",FULL_TIME,"1,300 - 2,000 USD","Tester, English, QA QC","Unit 1209 - 1203, 12th Floor, Saigon Trade Center Building, 37 Ton Duc Thang, District 1, Ho Chi Minh City, District 1, Ho Chi Minh",Orange Logic,Orange Logic
Senior QC Engineer,FULL_TIME,You'll love it,"QA QC, English, Tester","364 Cong Hoa, Tan Binh, Ho Chi Minh",NashTech,"Global software, offshore development and IT company."
SQL Database Developers (600$-1500$ NET),FULL_TIME,You'll love it,"Database, SQL, English","12 BIMI Tower, Song Thao Street, ward 2, Tan Binh, Ho Chi Minh",Aperia Solutions Vietnam Co Ltd,"Aperia Solutions Vietnam, Former name : Data Delivery Services VN."
"QC Engineer (QA QC, Tester)",FULL_TIME,600 - 1400,"QA QC, Japanese, Tester","2F, NTA Tower, 171-173  Dien Bien Phu, District 1, Ho Chi Minh",International Digital Services Vietnam,"IDS Vietnam Co., Ltd là công ty 100% vốn Nhật Bản được thành lập vào tháng 3 năm 2017"
DevOps Engineer (KS vận hành hệ thống),FULL_TIME,"1,000 - 2,000 USD","Linux, Database","Tầng 9, Tòa zodiac, ngõ 19, Phố Duy Tân, Phường Dịch Vọng Hậu, Cau Giay, Ha Noi",Công Nghệ Giáo Dục Thiên Hà Xanh,Công ty chuyên về lịch vực đầu tư và phát triển các dự án công nghệ giáo dục (Edtech & E-learning)
QC Engineer (Software & Game Tester),FULL_TIME,You'll love it,"Tester, QA QC","10 D52, Tan Binh, Ho Chi Minh",i3 DVR International,"i3 DVR International Inc develops robust, intelligent and innovative software "
Junior Frontend Dev JavaScript/HTML5/CSS,FULL_TIME,Up to 20.000.000 vnd,"JavaScript, HTML5, CSS","801 Nguyễn Văn Linh, District 7, Ho Chi Minh",Con Cưng,Hệ thống bán lẻ các sản phẩm Mẹ bầu và em bé
"Backend Developer (Java, JavaScript)",FULL_TIME,You'll love it,"Java, SQL, JavaScript","164 Nguyễn Văn Thương, Binh Thanh, Ho Chi Minh",Senspark,We are an indie game developer 
Backend Developer (Ruby/PHP/AWS) ~$1800,FULL_TIME,Up to $1800 gross,"Ruby, PHP, AWS","Devspace building, 86-88 Dinh Tien Hoang, Binh Thanh, Ho Chi Minh",1PAC Việt Nam,Công ty TNHH 1PAC Việt Nam
"Mid/Sr Frontend Developer (ReactJS, CSS)",FULL_TIME,"1,400 - 1,700 USD","JavaScript, CSS, ReactJS","Tòa nhà Tresor, Số 39-39B đường Bến Vân Đồn, Phường 6, District 4, Ho Chi Minh",Adstart Media Pte Ltd,Adstart Media Pte Ltd
"Frontend Web Developer (JavaScript,CSS)",FULL_TIME,You'll love it,"JavaScript, HTML5, CSS","436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry
"Junior .NET Developer (ASP.NET, C#)",FULL_TIME,You'll love it,".NET, C#, ASP.NET","294 - 296 Truong Sa, Ward 2, Phu Nhuan, Ho Chi Minh",Kyanon Digital,Kyanon Digital is an Agile Digital Production House
Front-End Engineers (HTML/CSS/Angular),FULL_TIME,You'll love it,"HTML5, CSS, Angular","294 - 296 Truong Sa, Ward 2, Phu Nhuan, Ho Chi Minh",Kyanon Digital,Kyanon Digital is an Agile Digital Production House
Technical Architect/Lead - Javascript,FULL_TIME,Up to $3000,"JavaScript, MySQL, NodeJS","177 Hai Ba Trung - VRG Building, District 3, Ho Chi Minh",CIMB Bank Vietnam,CIMB Bank Vietnam
Project Manager,FULL_TIME,You'll love it,"Project Manager, Product Manager, ASP.NET","E-Town Central, tầng 24, số 11 Đoàn Văn Bơ, P.12, District 4, Ho Chi Minh",VinHMS,HMS is a young startup of VinGroup
"5 Fullstack Dev (PHP, JavaScript, VueJS)",FULL_TIME,You'll love it,"PHP, JavaScript, VueJS","5th Floor, TechnoSoft Building, 15/8 Duy Tan Str, Cau Giay, Ha Noi",Tap Hospitality Vietnam,Tap is a hotel-specific solution vendor. Establishment in 1987 in Japan
Back End Dev (JavaScript/NodeJS/ReactJS),FULL_TIME,Up to $1500,"JavaScript, NodeJS, ReactJS","32/2 Thong Nhat, Phuong 10, Go Vap, Ho Chi Minh",Fitmed,"Tư vấn chiến lược, cung cấp phần mềm ngành y"
PHP Developer,FULL_TIME,"500 - 2,000 USD","PHP, Laravel","Tòa nhà VTV, số 8 Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội, Nam Tu Liem, Ha Noi",Giao Hàng Tiết Kiệm,Giaohangtietkiem.vn: MasterDev. - Working with Master Dev.
Backend (Java/PHP/.NET) Specialist level,FULL_TIME,"900 - 2,000 USD","Java, PHP, .NET","Royal Center Tower B, 235 Nguyễn Văn Cừ Street, Dist.1, District 1, Ho Chi Minh",Pacific Cross Vietnam,A Medical Insurance Administrator specializing in Health and Travel insurance in Asia
02 Front-End Developers (ReactJS),FULL_TIME,You'll love it !,"JavaScript, HTML5, ReactJS","431 Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies."
"05 Java Developers (SQL, Spring)",FULL_TIME,You'll love it,"Java, SQL, Spring","19A Cong Hoa Str, Floor 5 The Scetpa Building, Tan Binh, Ho Chi Minh",Cloud Nine Solutions ,"An IT Company provides software development, maintenance & outsourcing service from VN to world wide"
Middle Quality Control Engineer,FULL_TIME,You'll love it,"QA QC, SQL","244 Cống Quỳnh, Pham Ngu Lao Ward, District 1, Ho Chi Minh",Live group,Business solutions made simple
Frontend Developer (ReactJS),FULL_TIME,You'll love it,"ReactJS, HTML5, CSS","285 Viettel Complex Building - CMT8, Ward 12, District 10, Ho Chi Minh",TIKI CORPORATION,"TIKI.VN is the leading online retailer in Vietnam, offering seamless end-to-end retail experience."
Mobile Developer (React Native),FULL_TIME,"700 - 1,500 USD","React Native, Objective C, Android","145 Dien Bien Phu St., Dakao Ward (Platium Tower), District 1, Ho Chi Minh",Vastbit,We focus on iPhone and Android platforms
QC Manager/Lead,FULL_TIME,Up to 1800 usd,"QA QC, Team Leader, Manager","25-27, B4 Street, Sala Urban Area, District 2, Ho Chi Minh",The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,The Ref. Office of STYL Solutions Pte. Ltd. In HCMC
"5 Web Developers (.NET, ASP.NET, C#)",FULL_TIME,Up to 1200$,"ASP.NET, C#, JavaScript","22 Lê Thánh Tôn, District 1, Ho Chi Minh",Thủy Sản Việt Úc,Công Ty Cổ Phần Thủy Sản Việt Úc - Chi Nhánh Thành Phố Hồ Chí Minh
Embedded Software Engineer (C/C++),FULL_TIME,"1,000 - 1,500 USD","C++, C language","155 An Duong Vuong, District 5, Ho Chi Minh",FuelCloud,The Future of Fueling has arrived​
"05 Sr/Jr Frontend (JavaScript,HTML5,CSS)",FULL_TIME,$2000+++,"JavaScript, HTML5, CSS","92 Nam Kỳ Khởi Nghĩa, SaiGon Center 2 - Takashimaya, District 1, Ho Chi Minh",Sea Group (formerly Garena),Connect The Dots To Connect The World
"Lập trình viên PHP(Laravel, upto 1,500$)",FULL_TIME,Up to $1500,"PHP, OOP, Laravel","Tầng 3,tháp C,tòa nhà Golden Palace, Đường Mễ Trì, Nam Tu Liem, Ha Noi",RELIPA SOFTWARE,RELIPA SOFTWARE: CHẤT LƯỢNG PHẦN MỀM VÀ CHẤT LƯỢNG CUỘC SỐNG LÀ ƯU TIÊN SỐ 1
HOT - 2 Tester Software (kn từ 1-5 năm),FULL_TIME,Up to 1300 $,"Tester, Java, QA QC","Tầng 4, Tòa Nhà QTSC 9, Lô Số 42, Đường số 3, CVPM, Quang Trung, Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, District 12, Ho Chi Minh",Rakus Vietnam Company,Our cloud services are No.1 market share in back-office web services in Japan!
5 AI/ Machine Learning Engineers,FULL_TIME,"1,000 - 3,000 USD","Python, C++, Cloud","Sarimi A2, 00-01, 74 Nguyen Co Thach, An Loi Dong, District 02, District 2, Ho Chi Minh",Vulcan Labs,Vulcan Labs
"Java Dev (Spring, Oracle) - Up to $2000",FULL_TIME,Up to $2000,"Java, Oracle, Spring","Tòa nhà Thành Công, 80 Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi",VIETTELIMEX ( A Member of Viettel Group), VIETTELIMEX -Công ty TNHH Nhà nước Một Thành viên Thương mại và Xuất nhập khẩu Viettel
Senior IT & Infra,FULL_TIME,"600 - 1,000 USD","IT Support, System Engineer, System Admin","248A No Trang Long, Ward 12, Binh Thanh District, HCMC, District 10, Ho Chi Minh",Thuocsi.vn,Our mission is to make it easy for pharmacies to research and order products.
3 Frontend Developers,FULL_TIME,"500 - 1,200 USD","Designer, CSS, JavaScript","Phòng 17-18 nhà 8, Lô 45F, đường 13 - công viên Phần mềm Quang Trung, P Tân Chánh Hiệp, District 12, Ho Chi Minh",VOYAGER JSC,VOYAGER JSC
Senior .NET Web Dev (ASP.NET/JavaScript),FULL_TIME,You'll love it!,".NET, JavaScript, ASP.NET","165 Thái Hà, Dong Da, Ha Noi",Episerver,Episerver 
Java Developer (Upto 2000 NET),FULL_TIME,"500 - 2,000 USD","Spring, Java","Tòa nhà VTV, số 8 Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội, Nam Tu Liem, Ha Noi",Giao Hàng Tiết Kiệm,Giaohangtietkiem.vn: MasterDev. - Working with Master Dev.
"Tuyển 10 Developers (C#, .NET, OOP)",FULL_TIME,"600 - 1,200 USD",".NET, C#, OOP","5th Floor, TechnoSoft Building, 15/8 Duy Tan Str, Cau Giay, Ha Noi",Tap Hospitality Vietnam,Tap is a hotel-specific solution vendor. Establishment in 1987 in Japan
Senior WordPress Developer,FULL_TIME,You'll love it,"JavaScript, HTML5, Wordpress","2nd Floor, Trung Yen 1 Building, Trung Hoa, Cau Giay, Ha Noi",eLightUp,eLightUp
"Jr/Sr PHP Developer (Magento 2, Laravel)",FULL_TIME,"500 - 1,000 USD","PHP, Magento, Laravel","Số 63-D3, Biệt thự Vườn Đào, Ngõ 689 Lạc Long Quân, P.Phú Thượng, Tay Ho, Ha Noi",Can Dau Van E-Commerce,"Bắt đầu ngay hôm nay, Cùng Cadavan tận hưởng những trải nghiệm mua sắm xuyên biên giới."
"Software Developer (Java, .NET, PHP)",FULL_TIME,You'll love it,"Java, PHP, .NET","Ngõ 62/23 - Nguyễn Chí Thanh - Phường Láng Thượng, Dong Da, Ha Noi",HYMETCO, VIETNAM HYDROMETEOROGICAL AND ENVIRONMENT EQUIPMENT JOINT STOCK COMPANY 
"Backend Developer (PHP, MySQL, Database)",FULL_TIME,You'll love it,"PHP, MySQL, Database","Tòa nhà B6A Nguyễn Chánh, khu đô thị Nam Trung Yên, Cau Giay, Ha Noi","GV ASIA., JSC",CÔNG TY CỔ PHẦN GV ASIA
"PHP Developer (JavaScript, HTML5)",FULL_TIME,You'll love it,"PHP, HTML5, JavaScript","Số 3, Ngõ 115 Nguyễn Khang, Yên Hoà, Cau Giay, Ha Noi","IGITECH.,JSC",CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ PHÁT TRIỂN IGITECH
Senior Software Developer,FULL_TIME,You'll love it,"C language, C++","Tầng 4 - Toà Nhà VN Đà Thành Số 105 Lê Lợi, Hai Chau, Da Nang","G-SARAM Co.,Ltd",G-Saram
"03 Java Developers (Spring, PostgreSQL)",FULL_TIME,15 – 17 triệu,"Java, PostgreSql, Spring","Lầu 4, Cao ốc H3, số 384 đường Hoàng Diệu, phường 6, District 4, Ho Chi Minh",SAIGON BPO,Giúp khách hàng tập trung vào mảng kinh doanh cốt lõi thông qua giải pháp xử lý dữ liệu thông minh
QA QC/Tester,FULL_TIME,12m – 18m vnd/month,"Tester, QA QC","88 Đường số 52-AP, phường An Phú, District 2, Ho Chi Minh",VM COMMERCE,VMC - a truly omnichannel shopping experience to the Vietnamese consumer
Business Analyst,FULL_TIME,15m – 24m vnd/month,"Business Analyst, UI-UX, Tester","88 Đường số 52-AP, phường An Phú, District 2, Ho Chi Minh",VM COMMERCE,VMC - a truly omnichannel shopping experience to the Vietnamese consumer
ERP Solution Consultant ($1000 - $2000),FULL_TIME,"1,000 - 2,000 USD","ERP, Product Manager, SAP","111-121 Ngô Gia Tự, P. 2, District 10, Ho Chi Minh",CMC Sai Gon Technology & Solution,KHÁT KHAO CHINH PHỤC THẾ GIỚI SỐ
"2 Mobile Apps (iOS/Android, OOP)",FULL_TIME,"600 - 1,200 USD","Android, OOP, iOS","Toà nhà Viễn Đông, 36 Hoàng Cầu, Dong Da, Ha Noi",Blue Technology,". Công ty thuộc lĩnh vực Công nghệ thông tin, Outsource"
WMS/DMS Business Analyst - BA,FULL_TIME,Lương up to 1200$,"Business Analyst, Agile, English","51/12 Trường Chinh, F12, Tan Binh, Ho Chi Minh",MEKSHIP,MEKSHIP EXPRESS SERVICES COMPANY LIMITED
Python Developer,FULL_TIME,You'll love it,"Python, Database","119 Dien Bien Phu, District 1, Ho Chi Minh",Quantic ,Quantic is a leading offshore software outsourcing company in Vietnam to overseas market
50 Mobile Developers (iOS/Android),FULL_TIME,You'll love it,"Android, Java, iOS","124 Hoàng Quốc Việt, Cau Giay, Ha Noi",VNPT Technology,Công ty CP Công nghệ Công nghiệp Bưu chính Viễn thông
Linux Programmer (C++/Python),FULL_TIME,You'll love it,"Linux, Python, C++","208 Nguyen Trai, District 1, Ho Chi Minh",SkyLab, SkyLab believes in the connectivity and network of things
02 Lead/Senior QC Engineers,FULL_TIME,"1,300 - 2,000 USD","QA QC, Agile, Tester","Viettel Tower, 285 CMT8, District 10, Ho Chi Minh",NVG Technology,THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland. 
Product Manager (Internal Tools),FULL_TIME,"2,000 - 3,000 USD","Product Manager, Agile, Business Analyst","Viettel Tower, 285 CMT8, District 10, Ho Chi Minh",NVG Technology,THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland. 
02 Lead/Senior .Net Web Engineers,FULL_TIME,"1,600 - 2,500 USD",".NET, C#, ASP.NET","Viettel Tower, 285 CMT8, District 10, Ho Chi Minh",NVG Technology,THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland. 
02 Lead/Senior Frontend (ReactJS),FULL_TIME,"1,600 - 2,500 USD","ReactJS, JavaScript, English","Viettel Tower, 285 CMT8, District 10, Ho Chi Minh",NVG Technology,THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland. 
Senior/Principal C# .NET Core Engineer,FULL_TIME,Up to 2000$,".NET, C#, ReactJS","182 Le Dai Hanh Street, Ward 15, District 11, Ho Chi Minh",HARAVAN,HARAVAN - Everything you need to selling everywhere
Sr/Middle PHP Web Developer (WordPress),FULL_TIME,"1,000 - 1,600 USD","PHP, MySQL, Wordpress","23 Dien Bien Phu, Da Kao, District 1, HCMC, District 1, Ho Chi Minh",VEN Creative,VEN CREATIVE
"Fullstack Dev (Java, MySQL, JavaScript)",FULL_TIME,"700 - 1,800 USD","Java, English, ReactJS","Halo Building, 666/10/1 Ba Thang Hai Street, Ward 14, District 11, Ho Chi Minh, District 10, Ho Chi Minh",SCHOLA,SCHOLA thay đổi nền giáo dục trực tuyến tại Đông Nam Á
Mobile Apps Developers (Android/iOS),FULL_TIME,You'll love it,"Android, iOS, React Native","135 Hai Bà Trưng, Phường Bến Nghé, District 1, Ho Chi Minh",Coconut Silo,Make logistics easy!
Senior/Middle Web Designer (UI-UX),FULL_TIME,"1,000 - 1,500 USD","UI-UX, Designer","23 Dien Bien Phu, Da Kao, District 1, HCMC, District 1, Ho Chi Minh",VEN Creative,VEN CREATIVE
"Backend Developer (NodeJS, JavaScript)",FULL_TIME,"800 - 1,000 USD","NodeJS, OOP, JavaScript","52/1 Cù Lao, Phường 2, Phu Nhuan, Ho Chi Minh",The New Gym ,The New Gym 
".NET Developer (ASP.NET, C#)",FULL_TIME,You'll love it,".NET, C#, ASP.NET","Tầng 5, Số 88 Tô Vĩnh Diện , Thanh Xuan, Ha Noi",ABANK,ABANK - Kết Nối Tài Chính
Expert Data Management Engineer (Java),FULL_TIME,You'll love it,"Java, Database, C++","Phòng 1806, tầng 18, tòa tháp CMC, phố Duy Tân, Cau Giay, Ha Noi",Data Streams Asia,DataStreams
"Wordpress Developer (JavaScript, HTML5)",FULL_TIME,You'll love it,"Wordpress, HTML5, JavaScript","HB Tower, 7th Fl, 669-671-672/2 Điện Biên Phủ, Phường 25, Binh Thanh, Ho Chi Minh",Ambrij Vietnam,A Marketing Bridge
Game Developers,FULL_TIME,15tr - 20tr,"Games, Unity, Android","40 Dương Khuê, Mai Dịch, Cau Giay, Ha Noi",TMGame99,TMGame99
Frontend Developer,FULL_TIME,You'll love it,"JavaScript, UI-UX","188 Lê Trọng Tấn, Cam Le, Da Nang",CMT Dragon,CMT Dragon
"Developer ( Java, .NET )",FULL_TIME,You'll love it,"Java, .NET","167 Trung Kính -  Yên Hòa, Cau Giay, Ha Noi",Viện dầu khí Việt Nam,Viện Dầu khí Việt Nam
"Fullstack Developer ( PHP, JavaScript )",FULL_TIME,You'll love it,"JavaScript, PHP","160 Hoàng Hoa Thám, Ngọc Hồ, Tay Ho, Ha Noi",Vmark,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VMARK
React Native Developer,FULL_TIME,You'll love it,"React Native, JavaScript","Tầng 5, Số 119 Nguyễn Ngọc Nại, phường Khương Mai, Thanh Xuan, Ha Noi",Công ty TNHH Giáo dục Sáng tạo Zenga,A Creative Team
"Developer ( Java, .NET )",FULL_TIME,You'll love it,"Java, JavaScript, .NET","2GH ( số mới 98/16) Ngô Tất Tố, P.22, Q.Bình Thạnh, Binh Thanh, Ho Chi Minh",Sun Ocean,Sun Ocean
Embedded Engineer,FULL_TIME,You'll love it,"C++, C#, Embedded","No. 32, Lane 28/106 Dai Linh Street, Trung Van Ward, Nam Tu Liem, Ha Noi",TRACE - TEC VIETNAM,TRACE - TEC VIETNAM
Junior WordPress Developer,FULL_TIME,You'll love it,"JavaScript, HTML5, Wordpress","2nd Floor, Trung Yen 1 Building, Trung Hoa, Cau Giay, Ha Noi",eLightUp,eLightUp
Senior Backend Developer,FULL_TIME,You'll love it,"iOS, Android","Tầng 5, Số 119 Nguyễn Ngọc Nại, phường Khương Mai, Thanh Xuan, Ha Noi",Công ty TNHH Giáo dục Sáng tạo Zenga,A Creative Team
Fullstack Developer,FULL_TIME,You'll love it,"HTML5, JavaScript","188 Lê Trọng Tấn, Cam Le, Da Nang",CMT Dragon,CMT Dragon
Backend Developer(.Net/Java/ NodeJS),FULL_TIME,"1,000 - 2,000 USD","Java, NodeJS, .NET","102 Trần Hưng Đạo, District 1, Ho Chi Minh",VATO,Ứng dụng gọi xe của người Việt 
"Web Developer  ( Java, PHP, C# )",FULL_TIME,"500 - 1,000 USD","Java, C#, PHP","Số 8,Ngõ 263,Đường Nguyễn Trãi ,P.Thanh Xuân Trung, Thanh Xuan, Ha Noi",HBS Việt Nam,HBS Việt Nam
Business Analyst,FULL_TIME,"1,300 - 1,800 USD","Business Analyst, Agile, UI-UX","02 Hồng Hà, Tan Binh, Ho Chi Minh",Karros Technologies,Innovative Transportation Solutions
10 PHP Backend Devs (Python/WordPress),FULL_TIME,Up to 25m,"PHP, Python, Wordpress","6 Lê Thánh Tôn, District 1, Ho Chi Minh",Propolife Việt Nam,"Hoạt động trong lĩnh vực BĐS, thiết kế web, và  lĩnh vực công nghệ thông tin"
[Urgent] Experienced ASP.NET Developer,FULL_TIME,You'll love it,"ASP.NET, C#, .NET","364 Cong Hoa, Tan Binh, Ho Chi Minh",IVC (ISB Vietnam),ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group
Business Analyst (Crypto Exchange),FULL_TIME,"1,000 - 2,000 USD","Business Analyst, Agile","302 Le Van Sy, Tan Binh, Ho Chi Minh",TP&P Technology,"Tech Startup Incubator, Software Development Services, and Salesforce Consulting & Customization"
[Urgent] 10 Sr. Java Engineer (~$3000),FULL_TIME,"2,000 - 3,000 USD","Java, MySQL, Spring","412 Nguyen Thi Minh Khai, District 3, Ho Chi Minh",LINE Vietnam,Closing the Distance.
Tester Engineer 5+ (QA QC),FULL_TIME,"800 - 1,500 USD","Tester, English, QA QC","3rd floor, PSG Building, 11 Bis Nguyen Gia Thieu, District 3, Ho Chi Minh",AltSource ,Do you like to be challenged? Do you like working with global teams? You might be a good fit for us!
Senior Java Developer,FULL_TIME,"1,300 - 1,800 USD","Java, Database, AngularJS","Bcons Tower, 176 Nguyen Van Thuong, Binh Thanh, Ho Chi Minh",Fincorp.,Fincorp. - The Fintech Developer
UI-UX Designer,FULL_TIME,You'll love it,"UI-UX, English, Designer","133 Dương Bá Trạc, Ward 1, District 8, Ho Chi Minh",BeLive,Belive Technology - One-stop solution for livestreaming
Senior iOS Developers (Mobile Apps),FULL_TIME,"Up to 2,000 usd","iOS, Objective C, Swift","133 Dương Bá Trạc, Ward 1, District 8, Ho Chi Minh",BeLive,Belive Technology - One-stop solution for livestreaming
"DevOps Engineers (Linux, AWS)",FULL_TIME,Very attractive package,"DevOps, Linux, AWS","5th Floor, H3 Building, 384 Hoang Dieu, District 4, Ho Chi Minh",Fossil Vietnam,Great wearable computing products inventor and manufacturer
"Junior/Middle Web Developer (PHP, MySQL)",FULL_TIME,500 - 700 USD,"PHP, MySQL, HTML5","38 Huỳnh Lan Khanh, Tan Binh, Ho Chi Minh",SCJ TV Shopping,Công ty bán lẻ trực tuyến
"Backend Developer (.NET, Java, SQL)",FULL_TIME,You'll love it,".NET, SQL, Java","142 Tầng 2, tòa nhà ACB, số 142 Đội Cấn, Ba Dinh, Ha Noi",Chứng Khoán Trí Việt,"Công ty Cổ phần Chứng khoán Trí Việt, tiền thân là CTCP chứng khoán Thái Bình Dương"
"Embedded Engineer ( C#, C++ )",FULL_TIME,You'll love it,"C#, C++","Tầng 23, tòa nhà GELEX, số 52 phố Lê Đại Hành, phường Lê Đại Hành, Hai Ba Trung, Ha Noi",Emic,Emic
"Programmer ( JavaScript, HTML, CSS )",FULL_TIME,You'll love it,"JavaScript, HTML5, CSS","Linco Building, 4th floor,61-63A Vo Van Tan Street, Ward 6, District 3, Ho Chi Minh",CÔNG TY TNHH IFRS,CÔNG TY TNHH IFRS
02 Business Analyst,FULL_TIME,You'll love it,"Business Analyst, Team Leader","57  Lý Thường Kiệt, Hoan Kiem, Ha Noi",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008
"Senior Web Dev/ Team Leader (.NET, C#)",FULL_TIME,"900 - 1,500 USD",".NET, C#, Team Leader","23 Nguyen Thi Huynh, Phu Nhuan, Ho Chi Minh",Lac Viet Computing Corporation,LẠC VIỆT – Hơn 20 năm luôn tiên phong trong ngành điện toán
Technical IT Support Engineer (English),FULL_TIME,You'll love it,"IT Support, Product Manager, English","56 Nguyễn Đình Chiểu, Đa Kao Ward, District 1, Ho Chi Minh",GeoTech,A location company providing custom location solutions to online gaming and broadcasting services
"Business Analyst (Agile, SQL)",FULL_TIME,You'll love it,"Business Analyst, Agile, SQL","12th Floor, An Phu Plaza,117 - 119 Ly Chinh Thang Street, Ward 7, District 3, Ho Chi Minh",Wakka Data Service,Công ty Wakka Data Service 
"Senior PHP Developer (Laravel, MySQL)",FULL_TIME,You'll love it,"PHP, SQL, Laravel","12th Floor, An Phu Plaza,117 - 119 Ly Chinh Thang Street, Ward 7, District 3, Ho Chi Minh",Wakka Data Service,Công ty Wakka Data Service 
PHP Developer ( Up to 1000$ ),FULL_TIME,You'll love it,"PHP, Java","Tầng 14 Tòa nhà Viwaseen, 48 Tố Hữu, Nam Tu Liem, Ha Noi",Abusma,Abusma
QC Engineer (Tester),FULL_TIME,"500 - 1,000 USD","QA QC, Agile, Tester","33 Ba Vi Street, Ward 04, Tan Binh District, Ho Chi Minh, Tan Binh, Ho Chi Minh",Innotech Vietnam Corporation,A high quality software outsourcing services and business solutions provider for Banking and Airline
Game Unity Developer,FULL_TIME,"Upto 1,500 usd","Unity, Games","Tầng 2 Tòa B The Garden Hill số 99, Trần Bình, Mỹ Đình 2, Nam Tu Liem, Ha Noi",Solar Viet Nam,CÔNG TY CỔ PHẦN SOLAR VIỆT NAM (SOLARJSC)
"Backend Developer (NodeJS, JavaScript)",FULL_TIME,Upto 1500$,"NodeJS, MySQL, JavaScript","Deutsches Haus, 11th floor, 33 Le Duan Street, District 1, Ho Chi Minh",Nami Corporation,Nami Corp. is a global fintech company working on Investment & Blockchain based Technology
"Frontend Dev (Javascript, HTML5, CSS)",FULL_TIME,Upto 1500$,"JavaScript, HTML5, CSS","Deutsches Haus, 11th floor, 33 Le Duan Street, District 1, Ho Chi Minh",Nami Corporation,Nami Corp. is a global fintech company working on Investment & Blockchain based Technology
Software Manager,FULL_TIME,Attractive salary,"Software Architect, System Engineer, Manager","248 A Nơ Trang Long, Binh Thanh, Ho Chi Minh",Pharmacity,Công ty Cổ phần Dược phẩm Pharmacity
Manual&Automation QA QC/Tester (Sr/Lead),FULL_TIME,You'll love it,"Tester, QA QC","Floor 13, MB Sunny Tower, 259 Tran Hung Dao, Co Giang ward, District 1, Ho Chi Minh",EPAM,A leading global provider of digital platform engineering and software development services
QC Engineer (Tester),FULL_TIME,"300 - 1,000 usd (gross)","QA QC, Tester, .NET"," TEDI Building,15A , Hoang Hoa Tham, Binh Thanh, Ho Chi Minh",Ahasoft,Ahasoft
"Frontend Dev (JavaScript,HTML,CSS)~1200$",FULL_TIME,Up to 1200$,"JavaScript, HTML5, CSS","Phòng 511 tầng 5 tòa nhà Toyota Mỹ Đình, số 15 Phạm Hùng, phường Mỹ Đình 2, Nam Tu Liem, Ha Noi",BlueBottle Digital Việt Nam,"BlueBottle Digital is a boutique digital dev, helping to design, dev and manage innovative web"
".Net Developer (C#, SQL)",FULL_TIME,"800 - 2,000 USD",".NET, C#, SQL","FPT Cau Giay Building, Cau Giay, Ha Noi",FPT Software,The leading provider of software outsourcing services in Vietnam
PHP Developer (CodeIgniter/HTML5/MySQL),FULL_TIME,"800 - 1,200 USD","PHP, MySQL, HTML5","26/14 A1 Đinh Tiên Hoàng, Phường 1, Bình Thạnh, District 1, Ho Chi Minh","Satisfy All Your Needs Co., Ltd","Satisfy All Your Needs Co., Ltd."
Python VueJS AWS Fullstack Engineer,FULL_TIME,"Up to $2,000","Python, AWS, VueJS","293 Dien Bien Phu, Binh Thanh, Ho Chi Minh",LEAP,We are combination of talent people who always love challenging and discovering new limitations.
iOS Developer (up to $3000),FULL_TIME,You'll love it,"Objective C, iOS, Swift","5 Dong Da , Tan Binh, Ho Chi Minh",Codebox Solutions,Work on cutting edge technologies and rocket your career! 
Android Developer (up to $3000),FULL_TIME,You'll love it,"Android, Java, Kotlin","5 Dong Da , Tan Binh, Ho Chi Minh",Codebox Solutions,Work on cutting edge technologies and rocket your career! 
QA QC Engineer (Tester),FULL_TIME,You'll love it,"QA QC, JavaScript, Tester","10F , 222 Dien Bien Phu, Ward 7, District 3, Ho Chi Minh",RealStake Pte. Ltd,Join our mission to make investment easy and accessible for everyone!
