title,job_type,skills,company_name,company_description,address
"Junior ReactJS dev JavaScript, HTML5",FULL_TIME,"ReactJS, HTML5, JavaScript",CAR FROM JAPAN,If you are passionate about global e-commerce; you'll love working with us.,"Vinhomes Gardenia - Hàm Nghi - Mỹ Đình 1, Tay Ho, Ha Noi"
Senior Database Developer PostgreSQL,FULL_TIME,"PostgreSql, Database",LARION,One of the leading software outsourcing services and business solutions provider,"QTSC Building 1, Quang Trung Software City, District 12, Ho Chi Minh"
Full-stack Dev Golang/ Nodejs,FULL_TIME,"Golang, NodeJS",Yeah1 Network,Yeah1 Network is the number 1 multi channel network in Aisa.,"191 Nam Kỳ Khởi NGhĩa, Phường 7, District 3, Ho Chi Minh"
Test Engineer - Up to 1500,FULL_TIME,"Tester, English",LG Development Center Vietnam,LG Vehicle Component Solutions Development Center Vietnam,"Tầng 34, tòa nhà Keangnam Landmark 72, đường Phạm Hùng, Nam Tu Liem, Ha Noi"
Front-end Developer ,FULL_TIME,"ReactJS, HTML5",Yeah1 Network,Yeah1 Network is the number 1 multi channel network in Aisa.,"191 Nam Kỳ Khởi NGhĩa, Phường 7, District 3, Ho Chi Minh"
"Senior Automation Tester Mobile, Web",FULL_TIME,"Tester, Java, QA QC",ekino Vietnam,French IT company providing excellent digital solutions,"The Emporium, 3rd Floor, 184 Le Dai Hanh, Ward 15, District 11, Ho Chi Minh city, District 11, Ho Chi Minh"
System Developer C/C++,FULL_TIME,"C++, Linux, System Engineer", CyberOne Security,CyberOne Việt Nam,"Nguyễn Văn Trỗi, Phu Nhuan, Ho Chi Minh"
"Java Developers Spring, J2EE",FULL_TIME,"Java, J2EE, Spring",DTS Software Vietnam,DTS là công ty 100% vốn của Nhật Bản với lĩnh vực hoạt động chính là phát triển phần mềm và BPO.,"266 Doi Can, Ba Dinh, Ha Noi"
"Full Stack Developer .Net, Java, PHP..",FULL_TIME,"PHP, Python, ASP.NET",IVC (ISB Vietnam),ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group,"364 Cong Hoa, Tan Binh, Ho Chi Minh"
Automation Test Engineer English,FULL_TIME,"Tester, English, QA QC",Ifinancial VN,International Financial Systems,"Suite 5A, GB Tower, 78-80 CMT8, District 3, Ho Chi Minh"
"Technical Support Cloud VPS, Hosting",FULL_TIME,"IT Support, Linux, Cloud",Công ty TNHH Lưu Trữ Số (123HOST),"123HOST cung cấp dịch vụ Cloud, Hosting, Máy chủ và các giải pháp INTERNET hàng đầu Việt Nam","178/8 Đường Nguyễn Văn Thương, Phường 25, Binh Thanh, Ho Chi Minh"
Android Developer All Level,FULL_TIME,"Android, React Native, Xamarin",IVC (ISB Vietnam),ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group,"364 Cong Hoa, Tan Binh, Ho Chi Minh"
"Software Project Manager Java, Oracle",FULL_TIME,"Project Manager, Oracle, Java",VIETTELIMEX ( A Member of Viettel Group), VIETTELIMEX -Công ty TNHH Nhà nước Một Thành viên Thương mại và Xuất nhập khẩu Viettel,"Tòa nhà Thành Công, 80 Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi"
"Senior Front-end Dev VueJS,JavaScript",FULL_TIME,"VueJS, JavaScript",SILKWIRES DIGITAL AGENCY,"Digital Marketing Agency, E-commerce, Web & Graphic design, Web development, Custom Solutions.","37 Ký Con, District 1, Ho Chi Minh"
"4 Sr/Jr Web Developer Angular, PHP",FULL_TIME,"Angular, PHP, ReactJS",Brickmate Viet Nam,BrickMate Group ,"260 Nguyễn Tiểu La, phường 8, quận 10, Thành phố Hồ Chí Minh, District 10, Ho Chi Minh"
"Java Dev Spring, SQL 1500",FULL_TIME,"Java, SQL, Spring",BBV Vietnam,"BBV Vietnam stands for top quality in consulting, first class software engineering"," ANNA Building, Quang Trung Software City,, District 12, Ho Chi Minh"
".NET Developer ASP.NET, SQL - Up 2000",FULL_TIME,".NET, SQL, ASP.NET","Tri Nam Group Co.,JSC", Là đơn vị cung ứng - tư vấn các giải pháp và dịch vụ công nghệ thông tin và truyền thông,"94 Nguyễn Khánh Toàn, Cau Giay, Ha Noi"
Backend Engineer/ AI Data Scientist,FULL_TIME,"Python, Database",Colibri Growth,Colibri Growth,"Toong Co-working Space 3/F 126 Nguyễn Thị Minh Khai, Phường 6, Quận 3, District 3, Ho Chi Minh"
"4 Mobile Developer iOS,Android,Hybrid",FULL_TIME,"Android, iOS, React Native",Brickmate Viet Nam,BrickMate Group ,"260 Nguyễn Tiểu La, phường 8, quận 10, Thành phố Hồ Chí Minh, District 10, Ho Chi Minh"
Full-stack Software Engineer,FULL_TIME,"JavaScript, ReactJS, DevOps",Colibri Growth,Colibri Growth,"Toong Co-working Space 3/F 126 Nguyễn Thị Minh Khai, Phường 6, Quận 3, District 3, Ho Chi Minh"
"Senior Frontend JavaScript, HTML5, CSS",FULL_TIME,"JavaScript, HTML5, CSS",Nakivo,Providing continuous data protection software for VMware-based virtual servers.,"16 Le Quy Don, Phu Nhuan, Ho Chi Minh"
"Java Developer Spring, Linux, Docker",FULL_TIME,"Java, Linux, Spring",TechAsians,TECHASIANS,"số 81 Vũ Trọng Phụng, Thanh Xuan, Ha Noi"
"Web Developer HTML5, Wordpress ",FULL_TIME,"HTML5, Wordpress, PHP",KILALA Communication,KILALA Communication,"9th Floor, Capital Place, 6 Thái Văn Lung, District 1, Ho Chi Minh"
"Technical Architect iOS, Swift, NodeJS",FULL_TIME,"Software Architect, iOS, Swift",Floware,"Floware designs, develops, and distributes productivity software","43 Hồ Văn Huê, Phu Nhuan, Ho Chi Minh"
"Technical Data Analyst SQL, Python",FULL_TIME,"Database, Python, SQL",Woowa Brothers,Woowa Brothers Viet Nam ,"Floor 4th, Friendship Tower - 31 Lê Duẫn, Phường Bến Nghé, District 1, Ho Chi Minh"
Senior QA Engineer,FULL_TIME,"QA QC, Database, Tester",3P Learning in partnership with PYCOGROUP,The global leader in online education for school-aged students,"4th floor - Etown 1, 364 Cong Hoa Street, Ward 13, Tan Binh, Ho Chi Minh"
"Embedded Software Engineer C, C++",FULL_TIME,"Embedded, C++, C language",VEriK,www.veriksystems.com,"28, Phung Khac Khoan, Dakao Ward, District 1, Ho Chi Minh"
Backend Developer Nodejs/Golang,FULL_TIME,"NodeJS, SQL, Golang",VEriK,www.veriksystems.com,"28, Phung Khac Khoan, Dakao Ward, District 1, Ho Chi Minh"
Lap trinh vien Java/ .NET/ PHP,FULL_TIME,"Java, PHP, .NET",CÔNG TY CỔ PHẦN CYBERLOTUS,CyberLotus - Đối tác công nghệ số đáng tin cậy,"Tầng 10, Tòa nhà MITEC, đường Dương Đình Nghệ, Phường Yên Hòa, Cau Giay, Ha Noi"
Backend Engineer Python,FULL_TIME,"Python, Django, AWS",Parcel Perform,Parcel Perform is a global SaaS company that aims to change the way e-commerce logistics is built,"143-145 Ton Dat Tien, KP Garden Court 2, District 7, Ho Chi Minh"
Business Analyst Lead / PO Upto 1500,FULL_TIME,"Business Analyst, Team Leader, English",Misa ,"Phát triển các hệ thống phần mềm lớn phục vụ hàng triệu người dùng: Kế toán, HRM, CRM, Nhà hàng...","Tòa nhà N03-T1 khu đô thị Ngoại giao đoàn, Bac Tu Liem, Ha Noi"
Senior Front-end React/ Angular,FULL_TIME,"JavaScript, ReactJS, Angular",KMS Technology,"Agile, Innovative & Excellent Global Technology Company with deep roots in Vietnam","123 Cong Hoa, ward 12, Tan Binh, Ho Chi Minh"
Senior Java Developer,FULL_TIME,"Java, AWS, Angular",KMS Technology,"Agile, Innovative & Excellent Global Technology Company with deep roots in Vietnam","02 Tan Vien, ward 2 Tan Binh, Tan Binh, Ho Chi Minh"
Senior Mobile iOS/Android/React Native,FULL_TIME,"iOS, Android, React Native",KMS Technology,"Agile, Innovative & Excellent Global Technology Company with deep roots in Vietnam","02 Tan Vien, ward 2 Tan Binh, Tan Binh, Ho Chi Minh"
C/vien phan tich du lieu Data Analyst,FULL_TIME,"Database, Blockchain",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008,"57  Lý Thường Kiệt, Hoan Kiem, Ha Noi"
Product Manager Mobile Games,FULL_TIME,"Product Manager, English, Games",Athena Studio,Athena Studio (http://www.athena.studio) - Playful workplace of smart and creative talent,"40A Lam Sơn, Phường 2, Tan Binh, Ho Chi Minh"
"Business Analyst Tester, QA/QC",FULL_TIME,"Business Analyst, Tester, QA QC",InfoPlus,Công ty TNHH InfoPlus,"Tòa nhà Lucky building, 81 Trần Thái Tông, Dịch Vọng, Cau Giay, Ha Noi"
"Python Developer Database, SQL",FULL_TIME,"Python, Database, SQL",Vega Corporation,Công ty dịch vụ trực tuyến và dịch vụ trên di động hàng đầu Việt Nam,"98 Hoang Quoc Viet, Cau Giay, Ha Noi"
"Senior Java Dev SQL, Oracle Upto2000 ",FULL_TIME,"Java, SQL, Oracle",InfoPlus,Công ty TNHH InfoPlus,"Nguyễn Trung Ngạn Street, District 1, Ho Chi Minh"
Gap JAVA/PHP Developer Up to 1500,FULL_TIME,"MySQL, Java, PHP","TRENTE Vietnam Co., Ltd ",We support business operation improvement by providing IT solution.,"7 Floor, Detech II Tower, 107 Nguyen Phong Sac, Dich Vong Hau, Cau Giay, Ha Noi, Cau Giay, Ha Noi"
UI/UX Designer,FULL_TIME,"UI-UX, Designer",VinHMS,HMS is a young startup of VinGroup,"E-Town Central, tầng 24, số 11 Đoàn Văn Bơ, P.12, District 4, Ho Chi Minh"
"Java Web Dev Spring, JavaScript 1800",FULL_TIME,"Java, JavaScript, Spring","NEXTOP CO.,LTD","NEXTOP Co., Ltd is a Japanese company ","Keangnam Hanoi Landmark Tower, Cau Giay, Ha Noi"
"02 .NET Developer C#, Winform, MySQL",FULL_TIME,".NET, MySQL, C#",PTT Technology,Phu Tho Technology,"481A, Dien Bien Phu, Binh Thanh, Ho Chi Minh"
"Fullstack Engineer .NET, C#, MySQL",FULL_TIME,".NET, MySQL, C#",SignKeys,Signkeys Technology Vietnam - Center of Excellence,"87 Vuong Thua Vu, Thanh Xuan, Ha Noi"
Smart Solutions Manager -iOT/ Networking,FULL_TIME,"Manager, Database, Networking",Hung Thinh Corporation,TẬP ĐOÀN HƯNG THỊNH ,"CÔNG TY CỔ PHẦN TẬP ĐOÀN HƯNG THỊNH, District 3, Ho Chi Minh"
4 Sr. .NET/ASP.NET/C# Devs 1K-2.2K,FULL_TIME,"C#, ASP.NET, .NET",RANGSTRUP IT Vietnam,Working with RITVN isn’t just a job! IT’S A PROVEN PATH TO SUCCESS IN INFORMATION TECHNOLOGY.,"19 Tan Canh, Tan Binh, Ho Chi Minh"
".NET Developer - All Level ASP.NET, C#",FULL_TIME,".NET, C#, ASP.NET",GrapeCity,Japanese international enterprise software developer specializing in Microsoft technologies,"444 Hoang Hoa Tham, Thuy Khue, Tay Ho, Ha Noi"
Sr Front-End Dev JavaScript/HTML5/CSS,FULL_TIME,"JavaScript, HTML5, CSS",POETA,"We are makers, poets and builders who believe in the triumph of beautiful user-experiences.","444A - 446 Cach Mang Thang Tam, District 3, Ho Chi Minh"
UI UX Manager,FULL_TIME,"UI-UX, HTML5, Designer",DatVietVAC,The largest and vertically integrated media & entertainment group that provides end-to-end solutions,"222 Pasteur, District 3, Ho Chi Minh"
"Senior Mobile Engineer Android, iOs",FULL_TIME,"React Native, Android, iOS",NashTech,"Global software, offshore development and IT company.","364 Cong Hoa, Tan Binh, Ho Chi Minh"
"Junior Java Engineer Spring, J2EE",FULL_TIME,"Java, J2EE, Spring",DZS Việt Nam,The leading company of the 21 century network industry,"35 RICHY Tower, Mac Thai To street, Cau Giay, Ha Noi"
"Senior Java Engineer J2EE, Spring",FULL_TIME,"Java, J2EE, Spring",DZS Việt Nam,The leading company of the 21 century network industry,"35 RICHY Tower, Mac Thai To street, Cau Giay, Ha Noi"
.NET Developer,FULL_TIME,"ASP.NET, .NET",SCS Solutions,SCS Solutions,"Floor #1, 302 Le Van Sy, Ward 1, Tan Binh, Ho Chi Minh"
Sr Java Dev 3 years Spring - 2300,FULL_TIME,"Java, Python, SQL",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
Senior Web Developer ReactJS  2300,FULL_TIME,"ReactJS, AngularJS, JavaScript",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
"Data Engineers Java, Database, SQL",FULL_TIME,"Java, Database, SQL",M_Service (MoMo),MoMo is Vietnam’s leading mobile e-wallet and over-the-counter (OTC) remittance and payment platform,"M Floor, PetroLand Building, 12 Tan Trao, District 7, Ho Chi Minh"
Sr. Android Engineer,FULL_TIME,"Android, Agile",Be Group,Make your career fly by working at BE GROUP,"ILA building, 146 Nguyen Dinh Chieu, Ward 6, District 3, HCMc, District 3, Ho Chi Minh"
"Jr. Full-stack Developer .NET, ReactJS",FULL_TIME,".NET, JavaScript, ReactJS",Fetch Technology,Startups. Developers. Family.," BCONS TOWER 2 - 42/1 Ung Van Khiem Street, Ward 25, Binh Thanh, Ho Chi Minh"
Test Engineer,FULL_TIME,"Tester, Java, QA QC",Karros Technologies,Innovative Transportation Solutions,"02 Hồng Hà, Tan Binh, Ho Chi Minh"
Sr. IOS Engineer,FULL_TIME,"iOS, Agile",Be Group,Make your career fly by working at BE GROUP,"ILA building, 146 Nguyen Dinh Chieu, Ward 6, District 3, HCMc, District 3, Ho Chi Minh"
10 Embedded SW Test Engineer,FULL_TIME,"Tester, Embedded, QA QC",Hella Vietnam,One of the world‘s leading suppliers to the automotive sector,"06 Nguyen Thi Minh Khai, District 1, Ho Chi Minh"
Senior Java Developer,FULL_TIME,"Java, OOP, Team Leader",Karros Technologies,Innovative Transportation Solutions,"02 Hồng Hà, Tan Binh, Ho Chi Minh"
Fullstack Developers NodeJS/ReactJS,FULL_TIME,"ReactJS, NodeJS, React Native",Wonderlabs,Work with the leading technology company from Singapore!,"39 Le Thach Street, District 4, Ho Chi Minh"
Java / .NET Developers ReactJS,FULL_TIME,"Java, ReactJS, .NET",Wonderlabs,Work with the leading technology company from Singapore!,"39 Le Thach Street, District 4, Ho Chi Minh"
"Mid/Sr. PHP Developer Laravel, Symfony",FULL_TIME,"PHP, English, Laravel",Saigon Technology Solutions,A fast growing software development company in Viet Nam,"2 Nguyen The Loc, Ward 12, Tan Binh, Ho Chi Minh"
Technical Lead - PHP/ React Native,FULL_TIME,"PHP, React Native",WeSport,WeSport  - The Next Generation Sports Platform,"55 Nguyễn Văn Giai, Dakao, District 1, Ho Chi Minh"
"Java Developer Java, SQL",FULL_TIME,"SQL, Java, Spring",IES Vietnam ,IES Vietnam ,"No. 39-41, D4 Street, Him Lam Residential Area, Tan Hung Ward, District 7, Ho Chi Minh"
DevOps Engineer ,FULL_TIME,"DevOps, System Engineer, System Admin",FIREAPPS,FIREAPPS TECHNOLOGY JSC IS THE LEADING WEB-APP PROVIDER FOR E-COMMERCE PLATFORM.,"Flemington Tower, 182 Le Dai Hanh Street, District 11, Ho Chi Minh"
Urgent Unity Game Developer C#,FULL_TIME,"Unity, C#, Games","GNT VN., LTD",One of the leading software development services and business solutions provider in Vietnam.,"46-48-50-52 B4 Street, Sala Urban Area, District 2, Ho Chi Minh"
Java Web Dev Java core/Spring/ReactJS,FULL_TIME,"Java, ReactJS, Spring",CODE88 COMPANY LIMITED,We provide IT solutions by developing software platform for business operation.,"60A Truong Son, Tan Binh, Ho Chi Minh"
"Fullstack Dev PHP, NodeJS, JavaScript",FULL_TIME,"PHP, JavaScript, NodeJS",SohaGame,SohaGame,"Tầng 19, tòa nhà Center Building, Hapulico Complex số 1 Nguyễn Huy Tưởng, phường Thanh Xuân Trung, Thanh Xuan, Ha Noi"
"C, C++ Developer Junior - Senior",FULL_TIME,"C++, Linux, C language",DEK Technologies,An Australian outsourcing design company with experience in all aspects of project life cycle,"121 Le Loi, District 1, Ho Chi Minh"
Android Developer Java,FULL_TIME,"Android, SQL, Java",SohaGame,SohaGame,"Tầng 19, tòa nhà Center Building, Hapulico Complex số 1 Nguyễn Huy Tưởng, phường Thanh Xuân Trung, Thanh Xuan, Ha Noi"
"Senior Software Engineer Java, Spring",FULL_TIME,"Java, English, Spring",NashTech,"Global software, offshore development and IT company.","364 Cong Hoa, Tan Binh, Ho Chi Minh"
"Python Developer AI/ML,Computer Vision",FULL_TIME,"Python, SQL, NoSQL",VIVAS (A Member of VNPT Technology),Công ty TNHH Cung cấp Giải pháp Dịch vụ Giá trị Gia tăng (Thành viên VNPT Technology),"Tòa nhà Cục Tần Số, 115 Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi"
"15 Frontend Dev AngularJS, JavaScript",FULL_TIME,"AngularJS, JavaScript, Java",Cổ Phần Công Nghệ Alphaway,Cổ Phần Công Nghệ Alphaway,"88 Phố Khúc Thừa Dụ, Dịch Vọng, Cầu Giấy, Hà Nội, Vietnam, Cau Giay, Ha Noi"
"Product Business Analyst UI-UX, SQL",FULL_TIME,"Business Analyst, UI-UX, SQL",M_Service (MoMo),MoMo is Vietnam’s leading mobile e-wallet and over-the-counter (OTC) remittance and payment platform,"M Floor, PetroLand Building, 12 Tan Trao, District 7, Ho Chi Minh"
 Automation Testers ,FULL_TIME,"Tester, Java, QA QC",Isobar Commerce (Bluecom Solutions),Isobar Commerce - Bluecom Solutions is one of the biggest e-commerce solution partners in Asia,"19 7/F Scetpa Building,Cong Hoa, Tan Binh, Ho Chi Minh"
"Web Dev Angular, NodeJS, PHP, Python",FULL_TIME,"Angular, NodeJS, PHP",Kaopiz Sofware ,"Kaopiz Software Co., Ltd","CT1, C14 Bắc Hà Building, Nam Tu Liem, Ha Noi"
Sr Java Developer - Enterprise Platform,FULL_TIME,"Java, SQL, Ruby",LHV Software,LHV Software is a worldwide software development and outsourcing company,"Viettel Tower, 10th floor, 285, Cach Mang Thang Tam, Ward 12, District 10, Ho Chi Minh"
"Tech Lead PHP, Javascript",FULL_TIME,"PHP, JavaScript, ReactJS",NFQ Asia (8bit Rockstars),NFQ Asia is part of the global NFQ Group. We help ambitious fast-moving international startups,"72 Lê Thánh Tôn, District 1, Ho Chi Minh"
"Java Senior Spring, MySQL",FULL_TIME,"Java, MySQL, Spring",Q-Tec System,Công Ty TNHH Q-Tec là một công ty IT mới thành lập ở Việt Nam có liên kết với một công ty IT ở Hàn,"Tầng 7 - số 58 Lê Văn Thiêm – Thanh Xuân – Hà Nội, Thanh Xuan, Ha Noi"
05 PHP / Laravel Developer ,FULL_TIME,"PHP, ReactJS, Laravel",Đất Xanh Miền Bắc,Công ty thành viên của Đất Xanh Corp,"1 Nguyen Huy Tuong, Thanh Xuan, Ha Noi"
Fullstack Dev NodeJS/ReactJS,FULL_TIME,"JavaScript, NodeJS, ReactJS",SKY LINE,Mobile Payment & Technology Solutions,"302 Nguyen Van Dau Street, Ward 11, Binh Thanh, Ho Chi Minh"
Mobile Apps Developer Android/Java,FULL_TIME,"Java, Android",IES Vietnam ,IES Vietnam ,"No. 39-41, D4 Street, Him Lam Residential Area, Tan Hung Ward, District 7, Ho Chi Minh"
"Jr-Sr .NET Developer ASP.NET,JS,Azure",FULL_TIME,".NET, C#, JavaScript",Simpson Strong-Tie Vietnam,"Simpson Strong-Tie has several branches throughout the world, and SST-VN is 100% foreign invested.","14 Tan Hai, Tan Binh, Ho Chi Minh"
Chuyen gia IT - ERP Manager,FULL_TIME,"Oracle, ERP",Hoa Sen Group,CÔNG TY CỔ PHẦN TẬP ĐOÀN HOA SEN (HSG),"183 Nguyễn Văn Trỗi, Phu Nhuan, Ho Chi Minh"
Mobile App Developer IOS ,FULL_TIME,"iOS, English, Android",Neo Consulting,"At Neo Consulting Co, Ltd","278 Nguyen Dinh Chieu Street, Ward 6, District 3, Ho Chi Minh"
"Junior 2 .NET Developer C#, ASP.NET",FULL_TIME,".NET, C#, ASP.NET",Enrich & Co.,New and exciting start-up in the software and technology industry,"27 Phạm Cự Lượng ,Phường 2, Tan Binh, Ho Chi Minh"
Business Analyst - Up to 1800 Net ,FULL_TIME,"Business Analyst, Agile, English",Saigon Technology Solutions,A fast growing software development company in Viet Nam,"2 Nguyen The Loc, Ward 12, Tan Binh, Ho Chi Minh"
"Senior/ Lead Mobile Devs iOS, Android",FULL_TIME,"iOS, Android, Swift",Silicon Prime Labs,USA Mobile and Web App Development Company ,"68 Bach Dang, Tan Binh, Ho Chi Minh"
"05 Senior .NET Devs C#, ASP.NET, MVC",FULL_TIME,".NET, C#, ASP.NET","Niteco Vietnam Co., Ltd",The Employer of Choice,"C'Land Tower, 156 Xa Dan 2, Dong Da, Ha Noi"
"Java Developer MySQL, Spring",FULL_TIME,"Java, MySQL, Spring",Travel and Pay Software Solutions,Develop People for Good Product,"Anna building, Quang Trung sofware city, District 12, Ho Chi Minh"
"Senior .NET Developer C#, OOP",FULL_TIME,".NET, C#, OOP",Travel and Pay Software Solutions,Develop People for Good Product,"Anna building, Quang Trung sofware city, District 12, Ho Chi Minh"
05 Sr/Software Engineers Golang/Python,FULL_TIME,"Golang, Python, C++",Sea Group (formerly Garena),Connect The Dots To Connect The World,"92 Nam Kỳ Khởi Nghĩa, SaiGon Center 2 - Takashimaya, District 1, Ho Chi Minh"
"5 Senior/ iOS Engineers Swift,Object C",FULL_TIME,"iOS, Objective C, Swift",Sea Group (formerly Garena),Connect The Dots To Connect The World,"92 Nam Kỳ Khởi Nghĩa, SaiGon Center 2 - Takashimaya, District 1, Ho Chi Minh"
Front-end Developer Angular,FULL_TIME,"Angular, JavaScript",Bigin,Bigin is a software development company,"138 Truong Cong Dinh, Tan Binh, Ho Chi Minh"
Senior QA QC Leader Tester,FULL_TIME,"QA QC, Team Leader, Manager",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies.","431 Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh"
Senior .NET C# MVC Developer Up to 2500,FULL_TIME,".NET, C#, MVC",Apptitude,Our software solutions provided to the market is being used by thousands of finance professionals. ,"14  Phan Tôn, District 1, Ho Chi Minh"
PMO/Agile Governance,FULL_TIME,"Project Manager, Agile, Manager",Liberty Insurance Limited,"Helping people live safer, more secure lives","45 Ly Tu Trong, District 1, Ho Chi Minh"
QC Engineer Mobile/Web/Automation,FULL_TIME,"QA QC, English, Tester",Orient Software Development Corp.,Orient Software is a leading international software outsourcing company in Vietnam,"364 Cong Hoa, Tan Binh, Ho Chi Minh"
Senior QA QC Engineer Mobile Tester,FULL_TIME,"QA QC, Agile, Tester",POPS Worldwide,POPS Worldwide is a leading digital entertainment company & based in VN,"285 Cách Mạng Tháng 8, District 10, Ho Chi Minh"
Senior ReactJS Developer JavaScript,FULL_TIME,"ReactJS, HTML5, JavaScript",Orient Software Development Corp.,Orient Software is a leading international software outsourcing company in Vietnam,"364 Cong Hoa, Tan Binh, Ho Chi Minh"
"Front-end Engineer Angular,HTML5,UI-UX",FULL_TIME,"UI-UX, HTML5, Angular",HOIIO,A communication platform built for the agile professionals,"40 Phạm Ngọc Thạch, District 3, Ho Chi Minh"
Sr. Frontend Engineers React/JavaScript,FULL_TIME,"ReactJS, UI-UX, JavaScript",Wizeline,"Enable teams to conceive, develop, and deliver innovative technology products.","285  Cách Mạng Tháng 8, District 10, Ho Chi Minh"
"Senior Data Engineer Python, SQL, AWS",FULL_TIME,"Python, SQL, AWS",NFQ Asia (8bit Rockstars),NFQ Asia is part of the global NFQ Group. We help ambitious fast-moving international startups,"72 Lê Thánh Tôn, District 1, Ho Chi Minh"
"PHP Developer Laravel, CakePHP",FULL_TIME,"PHP, MySQL, Laravel",Ominext,Công ty hoạt động trong lĩnh vực cung cấp giải pháp và tích hợp hệ thống thông tin y tế cho Nhật Bản,"Tầng 13, Tòa nhà 789, số 147 Hoàng Quốc Việt, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi"
Site Reliability Engineer DevOps/Cloud,FULL_TIME,"DevOps, System Admin, Cloud",Wizeline,"Enable teams to conceive, develop, and deliver innovative technology products.","285  Cách Mạng Tháng 8, District 10, Ho Chi Minh"
Mobile React Native .NET/iOS/Android,FULL_TIME,"React Native, iOS, .NET",Enrich & Co.,New and exciting start-up in the software and technology industry,"27 Phạm Cự Lượng ,Phường 2, Tan Binh, Ho Chi Minh"
"Junior DevOps Engineer Python, Linux",FULL_TIME,"DevOps, Python, AWS",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry,"436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh"
Frontend Developer Angular / ReactJS,FULL_TIME,"JavaScript, ReactJS, Angular",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry,"436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh"
QC Engineer Tester,FULL_TIME,"QA QC, Tester, Business Analyst",Dirox,A high quality Software Products and Websites Outsourcing company,"69 D2, Binh Thanh, Ho Chi Minh"
Truong phong phat trien phan mem,FULL_TIME,"Manager, Agile, Project Manager",Elcom,Tập đoàn công nghệ hàng đầu Việt Nam trong lĩnh vực Điện tử-Viễn thông-Tin học,"15  Duy Tân, Cau Giay, Ha Noi"
QC/QA/Tester Agile,FULL_TIME,"QA QC, Agile, Tester",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry,"436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh"
"Frontend Developer ReactJS, JavaScript",FULL_TIME,"JavaScript, CSS, ReactJS",TAPTAP,Ứng dụng vàng trong làng tích-đổi điểm!,"Floor 3, 101-103-105-107 Nguyen Thi Minh Khai, Ben Thanh Ward, District 1, Ho Chi Minh"
Sr. Backend Engineer,FULL_TIME,"Golang, NodeJS",Be Group,Make your career fly by working at BE GROUP,"ILA building, 146 Nguyen Dinh Chieu, Ward 6, District 3, HCMc, District 3, Ho Chi Minh"
ReactJS Front-end Engineering- HTML5/CSS,FULL_TIME,"ReactJS, HTML5, CSS",Silentium Vietnam,Empower health-care value chain,"93 Nguyen Du - President Place, District 1, Ho Chi Minh"
3 Full-Stack Senior Web-Developers,FULL_TIME,"OOP, Java, PHP",CodingAsia Ltd.,We are CodingAsia - Welcome to Awesome.,"126 Nguyen Thi Minh Khai Street, Ward 6, District 3, Ho Chi Minh"
PHP / Python Developer SQL,FULL_TIME,"Python, JavaScript, PHP",Công ty TNHH Dynastras Việt Nam,Dynastras Việt Nam ,"29 Ton Duc Thang Street, District 1, Ho Chi Minh"
".NET Developer C#, ASP.NET Up to 1200",FULL_TIME,".NET, C#, ASP.NET",NOVAON DIGITAL GROUP,Novaon Group là Top 10 công nghệ 4.0 và Top 8 trong 500 doanh nghiệp tăng trưởng nhanh nhất VN 2020.,"11 Duy Tân, Cau Giay, Ha Noi"
"03 Senior Devs Java, Python, ReactJS",FULL_TIME,"Java, Python, ReactJS",Island Peak Cloud,Island Peak Cloud,"Toà nhà Saigon Coworking, 23 Bạch Đằng, phường 2, Tan Binh, Ho Chi Minh"
Data Mining Analyst/Data Analyst MySQL,FULL_TIME,"MySQL, Database, SQL",ILA Viet Nam,Education for Life ,"146 Nguyen Dinh Chieu, District 3, Ho Chi Minh"
Project Manager,FULL_TIME,"Project Manager, Manager",Viettel Group,SHOW US YOUR WAY,"1 Tran Huu Duc, Hanoi, Nam Tu Liem, Ha Noi"
"Phat trien phan mem Java, C/C++, .NET",FULL_TIME,"Java, C++, .NET",Viettel Group,SHOW US YOUR WAY,"1 Tran Huu Duc, Hanoi, Nam Tu Liem, Ha Noi"
