title,job_type,skills,company_name,company_description,address
"PHP Dev Laravel, OOP, VueJS",FULL_TIME,"PHP, OOP, Laravel","DIMAGE SHARE VIETNAM CO.,LTD","Dimage Share Vietnam Co.,Ltd  được thành lập vào tháng 08 năm 2017 tại Hà Nội, Việt Nam","Tầng 11, tòa nhà Lilama10, 56 Tố Hữu, Phường Trung Văn, Nam Tu Liem, Ha Noi"
Product Associate ,FULL_TIME,"Product Manager, UI-UX, Designer",Anduin Transactions,A modular and interoperable suite of tools for private market transactions,"Villa 18, Riverview 6, Vinhomes Golden River, 2 Nguyen Huu Canh, Ben Nghe Ward, District 1, HCMC, District 1, Ho Chi Minh"
"Java Developer .NET, PL/SQL",FULL_TIME,"Java, MySQL, .NET",HDBank,Cam kết lợi ích cao nhất,"25 Nguyễn Thị Minh Khai, District 1, Ho Chi Minh"
"Senior Developer CoreBanking,Oracle",FULL_TIME,"Oracle, ASP.NET",Vietnam International Bank (VIB),One of the leading commercial joint stock banks in Vietnam,"Tầng 7, Toà nhà Cornerstone, 16 Phan Chu Trinh, Hoan Kiem, Ha Noi"
"Senior PHP Developer Drupal, WordPress",FULL_TIME,"PHP, Wordpress, Drupal",redWeb,One of the world's five largest consultancy companies specializing in Joomla CMS,"449 Trần Hưng Đạo, District 1, Ho Chi Minh"
"3 Experience .NET Dev C#, ASP.NET, MVC",FULL_TIME,".NET, C#, ASP.NET",Add-on Development,An outsourcing company highly specialized in the Microsoft® environment,"11th Floor, Heid Building, Lane 12, Lang Ha Street, Ba Dinh, Ha Noi"
ERP Project Manager,FULL_TIME,"Project Manager, ERP",xboss,Công ty TNHH Giải pháp Công nghệ Xboss,"136 - 138 Cô Bắc , Phường Cô Giang, District 1, Ho Chi Minh"
IT Support IT helpdesk/System Admin,FULL_TIME,"IT Support, System Admin, Networking",STAR CONCORD,Star Concord (Viet Nam) Ltd.," 152 Đường Nguyễn Lương Bằng, Lầu 3, Broadway D, Quận 7, Thành phố Hồ Chí Minh, Việt Nam, District 7, Ho Chi Minh"
"Full Stack PHP Developer  Hanoi,Vietnam",FULL_TIME,"PHP, Wordpress, Laravel",Emotiv Technology Vietnam,A bioinformatics company offering a unique platform for crowd-sourced brain research,"1 Hapulico Complex, Nguyễn Huy Tưởng, Thanh Xuan, Ha Noi"
"Sr. Java Engineers Up To 2,000 Spring",FULL_TIME,"Java, Spring, Cloud",Absolute Software (Vietnam) Ltd,Welcome to the world of enterprise resilience!,"38 Huynh Lan Khanh, Tan Binh, Ho Chi Minh"
"Sr Software Engineer Java/Python, Data",FULL_TIME,"Java, Python, Database",M_Service (MoMo),MoMo is Vietnam’s leading mobile e-wallet and over-the-counter (OTC) remittance and payment platform,"M Floor, PetroLand Building, 12 Tan Trao, District 7, Ho Chi Minh"
Senior Business Analysts,FULL_TIME,"Business Analyst, Team Leader, English",Dirox,A high quality Software Products and Websites Outsourcing company,"69 D2, Binh Thanh, Ho Chi Minh"
Business Analyst,FULL_TIME,"Business Analyst, Software Architect, Tester",Citigo Software,Citigo là công ty cung cấp giải pháp công nghệ cho doanh nghiệp phổ biến tại Đông Nam Á.,"1B Yet Kieu , Hoan Kiem, Ha Noi"
Senior RPA Developer,FULL_TIME,"Java, Agile, .NET",VPBank,"It's not only a job, it's also a career","89 Lang Ha, Dong Da, Ha Noi"
"Technical Architect Java, NodeJS",FULL_TIME,"Java, Software Architect, NodeJS",MTI TECHNOLOGY,"MTI TECHNOLOGY Co., Ltd","20 Cong Hoa Garden, Cong Hoa, Tan Binh, Ho Chi Minh"
"Senior .NET Developer .NET Core, MVC5",FULL_TIME,".NET, MVC, SQL",Saigon Technology Solutions,A fast growing software development company in Viet Nam,"2 Nguyen The Loc, Ward 12, Tan Binh, Ho Chi Minh"
"Senior Backend Java Dev. Spring, MySQL",FULL_TIME,"Java, MySQL, Spring",Vincere,"Vincere is an award winning tech startup with offices in Singapore, Vietnam and Sydney, Australia","21-23 Nguyễn Thị Minh Khai, Bến Nghé, District 1, Ho Chi Minh"
Java Dev J2EE/Spring/English,FULL_TIME,"Java, J2EE, Spring",Sutrix Solutions,An international software development company specializing in Web Application and Mobile Apps,"1  Bach Dang, Tan Binh, Ho Chi Minh"
Business Analyst in Commercial Financial,FULL_TIME,"Business Analyst, SQL, Tester",Codix,You would like to join a highly motivated team in a first class environment?,"364  Cong Hoa, Tan Binh, Ho Chi Minh"
Jun/Sen C++ Developer 700 - 2000,FULL_TIME,"C++, Linux, Tester",VNEXT SOFTWARE,Công ty tư vấn phát triển phần mềm cho đối tác chủ yếu là Nhật Bản,"Tầng 18, tầng 19, Tháp C, Tòa Central Point, 219 Trung Kính, Cau Giay, Ha Noi"
05 Senior Business Analyst ,FULL_TIME,"Business Analyst, Database, Oracle",VIETTELIMEX ( A Member of Viettel Group), VIETTELIMEX -Công ty TNHH Nhà nước Một Thành viên Thương mại và Xuất nhập khẩu Viettel,"Tòa nhà Thành Công, 80 Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi"
"Jr.Java Developer  Spring, MVC",FULL_TIME,"Java, MVC, Spring",Techcom Securities,Providing full financial solutions to our corporate and a new saving experience to customers,"191  Ba Trieu, Hai Ba Trung, Ha Noi"
Automation Tester- Up to 2000,FULL_TIME,"Tester, Agile, QA QC",Techcom Securities,Providing full financial solutions to our corporate and a new saving experience to customers,"191  Ba Trieu, Hai Ba Trung, Ha Noi"
"Mobile Dev React Native, iOS1000-1500",FULL_TIME,"React Native, iOS, Swift","Spectos Asia Co., Ltd",A German consultancy and service company regarding to IT products and solution,"19 Duy Tan, Cau Giay, Ha Noi"
PHP Developer Drupal,FULL_TIME,"PHP, Drupal",ELCA,ELCA is a leading Swiss Information Technology Services Company,"Tòa nhà Melody 2, N1, Điện Biên Phủ, P. 25, Binh Thanh, Ho Chi Minh"
Sr Fullstack Developer Java/ReactJS,FULL_TIME,"Java, PostgreSql, ReactJS",Cloud Technology,Cloud Technology,"341-343, Dien Bien Phu - DMC Building , Binh Thanh, Ho Chi Minh"
"Lead/Sr. Pen Tester Security, QA QC ",FULL_TIME,"Tester, English, QA QC",VDC in partnership with PYCOGROUP,LOOKING FOR A PLACE TO MAKE YOUR MARK? LOOK NO FURTHER.,"E. Town 3, Cộng Hòa, Tan Binh, Ho Chi Minh"
Software Manual QA Tester,FULL_TIME,"Tester, QA QC",Groove Technology,Together We Grow,"132 Ham Nghi, District 1, Ho Chi Minh"
".NET Developer Database, SQL, C#",FULL_TIME,".NET, Database, SQL",Groove Technology,Together We Grow,"132 Ham Nghi, District 1, Ho Chi Minh"
"IT Support System Engineer, Networking",FULL_TIME,"IT Support, System Engineer, Networking",Shynh House,CHẤT LƯỢNG TẠO NÊN THƯƠNG HIỆU,"79 Nguyễn Trãi, phường Bến Thành, District 1, Ho Chi Minh"
"DevOps Engineer Java, SQL",FULL_TIME,"DevOps, SQL, Java",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
CV Dam bao chat luong cong nghe QA QC,FULL_TIME,"QA QC, System Engineer",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
CVCC tu van  phan tich nghiep vu,FULL_TIME,"Business Analyst, English",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
Urgent:03 Magento Developers  PHP/JS,FULL_TIME,"PHP, JavaScript, Magento",SHOPSTACK VIETNAM ,We assist companies across Southeast Asia with achieving their technology goals,"116 Vu Trong Phung, Thanh Xuan, Ha Noi"
Team Leader Japanese N3 JD113,FULL_TIME,"Team Leader, C++, Java","Toshiba Software Development (Viet Nam) Co, Ltd",A social infrastructure and digital products software company,"519 Kim Ma, Ba Dinh, Ha Noi"
Senior Consultant SQL/Oracle/Database,FULL_TIME,"Business Analyst, Database, SQL",Just Analytics,Just Analytics,"Fl 8-Unit 802, Tòa nhà Beautiful Saigon, 2 Nguyễn Khắc Viện, Phường Tân Phú, District 7, Ho Chi Minh"
"C++ Developer Windows, Linux, Qt",FULL_TIME,"C++, Linux, OOP",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry,"436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh"
C++ Embedded Engineer  Biet tieng han,FULL_TIME,"C++, C language, Embedded",Brycen Vietnam,"Công ty hoạt động trong lĩnh vực IT ,BPO ","25 Nguyễn Văn Cừ, Thành Phố Huế, Not Available, Others"
Frontend Lead ReactJS/VueJS/JavaScript,FULL_TIME,"JavaScript, ReactJS, VueJS",NFQ Asia (8bit Rockstars),NFQ Asia is part of the global NFQ Group. We help ambitious fast-moving international startups,"72 Lê Thánh Tôn, District 1, Ho Chi Minh"
Tester QA QC,FULL_TIME,"QA QC, Tester",TP Entertainment,TP Entertainment,"Tầng 9, tòa nhà Nam Anh, số 68 Hoàng Đạo Thúy, Thanh Xuan, Ha Noi"
Senior Solution Architect - Up to 4000,FULL_TIME,"Software Architect, Java, Spring",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
Business Analyst English,FULL_TIME,"Business Analyst, English, Project Manager",DiCentral,A leading company in offering and consulting business management solution,"139 Pasteur, District 3, Ho Chi Minh"
Mobile Automation Test ,FULL_TIME,"Tester, Android, iOS",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
Performance Automation Test,FULL_TIME,"Tester, Agile, SQL",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
Sr Frontend Developer  AngularJS,FULL_TIME,"AngularJS, HTML5, JavaScript",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
"Senior Mobile Dev iOS, Kotlin, Swift",FULL_TIME,"iOS, Swift, Kotlin",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
"Front-End Dev HTML5, CSS, WordPress...",FULL_TIME,"HTML5, CSS, Wordpress","Allgrowlabo Co.,Ltd.",Stand out from the crowd,"52 Đông Du, phường Bến Nghé, Quận 1, Tp Hồ Chí Minh, District 1, Ho Chi Minh"
"06 .NET Developers C#, ASP.NET, MVC",FULL_TIME,"Angular, C#, ASP.NET",DiCentral,A leading company in offering and consulting business management solution,"139 Pasteur, District 3, Ho Chi Minh"
"Senior Backend Python, Golang, NodeJs",FULL_TIME,"Python, NodeJS, Golang",DatVietVAC,The largest and vertically integrated media & entertainment group that provides end-to-end solutions,"222 Pasteur, District 3, Ho Chi Minh"
Lead Data Scientist,FULL_TIME,"Team Leader, Python, SQL",Zalo,"At Zalo, we build world-class tech products used and loved by millions.","Lot 3B Street No.13 Tan Thuan EPZ, District 7, Ho Chi Minh"
"PHP Developer  Laravel, JavaScript ",FULL_TIME,"PHP, JavaScript, Laravel",G-Group,Tập đoàn Công nghệ & Tài chính G-Group,"275 Nguyễn Trãi, Thanh Xuan, Ha Noi"
Senior DevOps Engineer,FULL_TIME,"DevOps, Java, AWS",INSPIRE LAB TECHNOLOGY,UNLIMITED CREATIVITY AND BREAKTHROUGH,"42-48 B2 Street (Sala Apartment), An Loi Dong Ward, District 2, Ho Chi Minh"
"Database Integration/Data ETL,OLTP, BI",FULL_TIME,"Database, Oracle",Vietnam International Bank (VIB),One of the leading commercial joint stock banks in Vietnam,"Sailing Tower Building, District 1, Ho Chi Minh"
Backend NodeJS JavaScript/MySQL 2000,FULL_TIME,"NodeJS, MySQL, JavaScript",iCheck,INFORMATION TECHNOLOGY AND SERVICES,"Tầng 12, Tòa Diamond Flower, 48 Lê Văn Lương, Thanh Xuan, Ha Noi"
"Middle PHP developer MySQL, Laravel",FULL_TIME,"PHP, MySQL, Laravel",KaiyouIT,"Công ty KaiyouIT là công ty 2 thành viên Nhật bản và Việt Nam, công ty thành lập vào tháng 2/2019","Tầng 5 toà nhà Hoàng Ngọc, Ngõ 82 Dịch Vọng Hậu, Cau Giay, Ha Noi"
"Fullstack ReactJS, JavaScript, CSS",FULL_TIME,"ReactJS, CSS, JavaScript",HotTab,"Cloud based POS for Restaurant, Cafe, Bar","185 Giảng Võ, Dong Da, Ha Noi"
Engineering Manager - Canada Product Co.,FULL_TIME,"Manager, Software Architect, J2EE",Absolute Software (Vietnam) Ltd,Welcome to the world of enterprise resilience!,"38 Huynh Lan Khanh, Tan Binh, Ho Chi Minh"
Senior Engineering Manager ,FULL_TIME,"Manager, System Engineer, Project Manager",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry,"436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh"
Blockchain Dev Solidity/eth/Wallet,FULL_TIME,"Blockchain, JavaScript, Java",Island Peak Cloud,Island Peak Cloud,"Toà nhà Saigon Coworking, 23 Bạch Đằng, phường 2, Tan Binh, Ho Chi Minh"
"05 ASP.NET Devs C#, MySQL - All Levels",FULL_TIME,"C#, MySQL, ASP.NET",RELIPA SOFTWARE,RELIPA SOFTWARE: CHẤT LƯỢNG PHẦN MỀM VÀ CHẤT LƯỢNG CUỘC SỐNG LÀ ƯU TIÊN SỐ 1,"Tầng 3,tháp C,tòa nhà Golden Palace, Đường Mễ Trì, Nam Tu Liem, Ha Noi"
Android Dev NDK/Java/React Native,FULL_TIME,"React Native, Java, Android",Island Peak Cloud,Island Peak Cloud,"Toà nhà Saigon Coworking, 23 Bạch Đằng, phường 2, Tan Binh, Ho Chi Minh"
"Senior Web Dev MVC, Net Core, Angular",FULL_TIME,"ASP.NET, MVC, Angular",Thiên Minh Group,"To become an Asia’s leading customer-centric Travel Group, providing all-inclusive travel services","157 Pasteur, District 3, Ho Chi Minh"
iOS DevObjectiveC/Swift/React Native,FULL_TIME,"React Native, Objective C, iOS",Island Peak Cloud,Island Peak Cloud,"Toà nhà Saigon Coworking, 23 Bạch Đằng, phường 2, Tan Binh, Ho Chi Minh"
"Junior/Senior .NET Dev C#, .NET Core",FULL_TIME,".NET, C#, ReactJS",Titan Technology Corporation,Titan Technology Corporation,"40 Lam Son Street, Ward 2, Tan Binh, Ho Chi Minh"
Junior/Senior Business Analyst - ERP ,FULL_TIME,"Business Analyst, ERP, QA QC",xboss,Công ty TNHH Giải pháp Công nghệ Xboss,"136 - 138 Cô Bắc , Phường Cô Giang, District 1, Ho Chi Minh"
Junior Software Tester,FULL_TIME,"Tester, English, QA QC",AdNovum Vietnam,AdNovum,"364 Cong Hoa, Tan Binh, Ho Chi Minh"
PHP Developer CodeIgniter/Wordpress,FULL_TIME,"PHP, JavaScript, Wordpress",Island Peak Cloud,Island Peak Cloud,"12 - 14 Nguyễn Bá Tuyển, Phường 12, Tan Binh, Ho Chi Minh"
Frontend Developer ReactJs / VueJs ,FULL_TIME,"ReactJS, JavaScript, VueJS",Island Peak Cloud,Island Peak Cloud,"12 - 14 Nguyễn Bá Tuyển, Phường 12, Tan Binh, Ho Chi Minh"
"Junior Automation Tester C#, Selenium",FULL_TIME,"C#, English, QA QC",ASWHITE VIETNAM,"ASW Global - Australian-based company with offices across Vietnam, the Philippines and Malaysia.","Level 20, Green Power Tower, 35 Ton Duc Thang, Ben Nghe ward, District 1, Ho Chi Minh"
"FinTech Frontend Dev JavaScript, React",FULL_TIME,"JavaScript, CSS, ReactJS",New Wealth,New Wealth: B2B FinTech for digital advice and front-office transformation ,"23 Bach Dang (Saigon co-working), Tan Binh, Ho Chi Minh"
"System Admin IT Support, Networking",FULL_TIME,"IT Support, System Admin, Networking",Hong Ngoc Hospital,Một trong những bệnh viện tư nhân đầu tiên tại trung tâm thủ đô Hà Nội,"55 Yen Ninh, Truc Bach, Ba Dinh, Ha Noi"
"PHP developer Laravel, MySQL",FULL_TIME,"PHP, MySQL, Laravel",TOMOSIA Việt Nam,"""Together"" ""Happiness"" ""Lights""","52 Chùa Hà, Cau Giay, Ha Noi"
"Tester MySQL, SQL - Up to 1200",FULL_TIME,"Tester, MySQL, SQL",Ominext,Công ty hoạt động trong lĩnh vực cung cấp giải pháp và tích hợp hệ thống thông tin y tế cho Nhật Bản,"Tầng 13, Tòa nhà 789, số 147 Hoàng Quốc Việt, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi"
" Frontend Dev JavaScript, HTML5, CSS",FULL_TIME,"JavaScript, HTML5, CSS",Sun* Inc.,Digital Creative Studio With Top 1% Talent In Asia,"Keangnam Hanoi Landmark Tower , Nam Tu Liem, Ha Noi"
Business Analyst RPA Project,FULL_TIME,"Business Analyst, Tester",Sisua Digital Vietnam,CÔNG TY CỔ PHẦN SISUA DIGITAL VIỆT NAM,"Toong IPH, Tầng 2, Indochina Plaza, Số 241 Xuân Thủy, Phường Dịch Vọng Hậu, Cau Giay, Ha Noi"
Java Architect AWS,FULL_TIME,"Java, AWS, Spring",KMS Technology,"Agile, Innovative & Excellent Global Technology Company with deep roots in Vietnam","02 Tan Vien, ward 2 Tan Binh, Tan Binh, Ho Chi Minh"
Senior Angular Front-End,FULL_TIME,"Angular, JavaScript, English",Dirox,A high quality Software Products and Websites Outsourcing company,"69 D2, Binh Thanh, Ho Chi Minh"
"Sr Backend Engineer Java, Scala, Go",FULL_TIME,"Java, C#, Scala",AXON,AXON,"11 Doan Van Bo, District 4, Ho Chi Minh"
"Magento Developer PHP, MySQL",FULL_TIME,"Magento, MySQL, PHP",Ola City Vietnam,Ola City Vietnam,"HCM, Other, Ho Chi Minh"
C++ Developer for Linux Embedded System,FULL_TIME,"C++, Python, Linux",Robert Bosch Engineering And Business Solutions,The Bosch Group is a leading global supplier of technology and services,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh"
"Java Fullstack Spring, Angular, SQL",FULL_TIME,"Java, SQL, JavaScript",LEAP,We are combination of talent people who always love challenging and discovering new limitations.,"293 Dien Bien Phu, Binh Thanh, Ho Chi Minh"
Web Frontend Engineer JavaScript/HTML5,FULL_TIME,"JavaScript, HTML5, UI-UX",Woowa Brothers,Woowa Brothers Viet Nam ,"Floor 4th, Friendship Tower - 31 Lê Duẫn, Phường Bến Nghé, District 1, Ho Chi Minh"
Senior Fullstack NodeJS Dev ReactJS,FULL_TIME,"NodeJS, JavaScript, ReactJS",FPT Software,The leading provider of software outsourcing services in Vietnam,"FPT Cau Giay Building, Cau Giay, Ha Noi"
Junior Developer Salesforce/PHP/Java,FULL_TIME,"Java, Python, PHP",furuCRM Viet Nam,furuCRM,"Tầng 3, 383 Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh , District 3, Ho Chi Minh"
5 .Net Developers.Mid - Full 13th salary,FULL_TIME,"C#, JavaScript, .NET",AltSource ,Do you like to be challenged? Do you like working with global teams? You might be a good fit for us!,"3rd floor, PSG Building, 11 Bis Nguyen Gia Thieu, District 3, Ho Chi Minh"
Senior .NET Developer Upto 2000,FULL_TIME,"ASP.NET, C#, MVC",Citigo Software,Citigo là công ty cung cấp giải pháp công nghệ cho doanh nghiệp phổ biến tại Đông Nam Á.,"1B Yet Kieu , Hoan Kiem, Ha Noi"
"Mobile Dev React Native, iOS, Android",FULL_TIME,"iOS, Android, React Native",Woowa Brothers,Woowa Brothers Viet Nam ,"Floor 4th, Friendship Tower - 31 Lê Duẫn, Phường Bến Nghé, District 1, Ho Chi Minh"
"Automation Engineer Tester,QA/QC,.NET",FULL_TIME,"Tester, QA QC, .NET",Episerver,Episerver ,"165 Thái Hà, Dong Da, Ha Noi"
Chuyen vien tu van giai phap CNTT 1000,FULL_TIME,"System Engineer, System Admin, IT Support",Bkav,"Công ty hàng đầu trong lĩnh vực sản xuất - kinh doanh phần mềm, dịch vụ CNTT","01 Khu Do Thi Yen Hoa, Cau Giay, Ha Noi"
"DevOps AWS, Kubernetes",FULL_TIME,"DevOps, Java, AWS",Pizza Hut Digital Ventures,Pizza Hut Digital Ventures,"Waseco Building - 10 Pho Quang Street, Ward 02, Tan Binh District, Ho Chi Minh, Tan Binh, Ho Chi Minh"
Senior Backend Engineer GOLANG/2500,FULL_TIME,"Golang, MySQL, Cloud",Autonomous,Our mission is to “make everything autonomous” through blockchain technologies.,"139 Hong Ha, Phu Nhuan, Ho Chi Minh"
